Lon,Lat,Clave,Edo,Est,Tmed
-103.8700,18.9100,TCMCM,COL,Tecom·n Col.,29.5
-103.8000,19.2100,CQMCM,COL,Coquimatl·n Col.,28.1
-103.7300,19.2200,LPSCM,COL,La Posta Col.,29.2
-104.1000,18.9400,RDRCM,COL,Radar Col.,29.0
-103.6000,19.3200,CUACM,COL,CuauhtÈmoc Col.,28.1
-104.3200,19.0400,MNZCM,COL,Observatorio de Manzanillo Col.,28.7
-103.6100,19.2500,BVSCM,COL,Buenavista Col.,28.2
-103.5800,19.2800,MMIA,COL,Aeropuerto Nacional de Colima Col.*,26.9
-110.9500,18.7300,ISOCORROMAR,COL,Isla Socorro Col. SEMAR*,24.2
-104.3100,19.0500,IOPmar,COL,Instituto Oceanogr·fico del PacÌfico Col. SEMAR*,28.8
-103.8800,19.1100,DJLCM,COL,P. deriv. Gregorio T. Q. Jala Col.,27.4
-103.8100,19.3300,PNTCM,COL,P. deriv. PeÒitas Col.,29.9
-104.0600,19.3900,MINATITLAN,COL,Minatitl·n Col. SMN*,25.6
-104.3200,19.0500,MANZANILLOob,COL,Observatorio de Manzanillo Col. SMN*,28.3
-104.5600,19.1500,MMZO,COL,Aeropuerto Internacional de Manzanillo Costalegre Col.*,26.7
-103.7300,19.2300,COLIMAob,COL,Observatorio de Colima Col. SMN*,29.2
-103.7200,19.2300,CMDCM,COL,Observatorio de Colima Col.,28.8
-104.3000,19.0600,CPMANZANILLOmar,COL,CapitanÌa de Puerto de Manzanillo Col. SEMAR*,28.1
-102.7800,24.6300,SJGDR,DGO,San Juan de Guadalupe Dgo.,26.4
-104.2900,25.5600,SPGDR,DGO,San Pedro del Gallo Dgo.,24.8
-104.7500,23.9600,GVCDR,DGO,Presidente Guadalupe Victoria Dgo.,22.9
-104.6700,24.0300,DRGDR,DGO,Durango Dgo.,24.7
-104.1200,24.4400,CGVDR,DGO,Ciudad Guadalupe Victoria Dgo.,23.0
-104.7800,24.5200,CNTDR,DGO,Canatl·n Dgo.,23.2
-104.8100,24.5400,CBRDR,DGO,Caboraca Dgo.,19.2
-103.7000,24.8700,CNCDR,DGO,CuencamÈ Dgo.,28.3
-105.4400,25.2200,SACDR,DGO,SalomÈ Acosta Dgo.,22.7
-103.7700,25.2700,FZRDR,DGO,Francisco Zarco Dgo.,28.8
-103.5200,25.5300,CLRDR,DGO,Ciudad Lerdo Dgo.,27.2
-105.0200,25.5900,LCRDR,DGO,L·zaro C·rdenas Dgo.,26.4
-103.8500,25.8200,MPMDR,DGO,MapimÌ Dgo.,27.7
-104.9300,26.2400,VHGDR,DGO,Villa Hidalgo Dgo.,20.9
-105.5100,26.4500,VOCDR,DGO,Villa Ocampo Dgo.,26.1
-105.5000,26.4400,VILLAOCAMPO,DGO,Villa Ocampo Dgo. SMN*,22.0
-104.2800,25.0800,SLCDR,DGO,San Luis del Cordero Dgo.,26.0
-103.9800,23.7400,VGCDR,DGO,Vicente Guerrero Dgo.,21.0
-104.9200,24.8000,GUADR,DGO,GuatimapÈ Dgo.,21.3
-105.5700,26.0800,SRDDR,DGO,Sardinas Dgo.,18.0
-104.2500,23.3900,MICHILIA,DGO,La Michilia Dgo. SMN*,15.9
-105.4700,24.1900,LVEDR,DGO,Las Vegas Dgo. SMN*,14.4
-103.9800,26.5500,LAFLOR,DGO,La Flor de Jimulco Dgo. SMN*,26.6
-103.7500,26.6900,MAPIMI,DGO,MapimÌ Dgo. SMN*,27.5
-105.0500,23.9000,NAVDR,DGO,NavÌos Viejos Dgo.,14.8
-106.9800,24.9300,TMZDR,DGO,Tamazula Dgo.,29.0
-105.7200,25.3400,TLHDR,DGO,Observatorio de Tepehuanes Dgo.,20.7
-105.9500,25.9300,GNCDR,DGO,GuanacevÌ Dgo.,15.9
-104.5300,24.1300,MMDO,DGO,Aeropuerto Internacional de Durango Dgo.*,21.6
-104.0700,25.2600,AM2DR,DGO,AgustÌn Melgar Dgo. SMN*,25.6
-102.7800,24.6400,SJGUADALUPE,DGO,San Juan de Guadalupe Dgo. SMN*,25.1
-104.6000,24.0900,DURANGOob,DGO,Observatorio de Durango Dgo. SMN*,24.3
-105.5600,26.4400,SGBDR,DGO,San Gabriel Dgo.,25.6
-104.6800,23.8700,SBYDR,DGO,Santiago Bayacora Dgo.,20.7
-104.0500,23.6200,SELDR,DGO,Santa Elena Dgo.,20.7
-103.9600,24.0000,FVLDR,DGO,Francisco Villa Dgo.,23.1
-105.7200,25.3400,TEPEHUANESob,DGO,Observatorio de Tepehuanes Dgo. SMN*,20.9
-102.7800,24.5600,TGRDR,DGO,El Tigre Dgo.,26.9
-103.4400,26.1100,THODR,DGO,Tlahualilo Dgo.,27.4
-103.3500,24.4700,SCLDR,DGO,Santa Clara Dgo.,23.9
-106.3700,26.1300,ROSDR,DGO,La Rosilla Dgo.,10.7
-104.6600,24.2000,PAGDR,DGO,PeÒa del Aguila Dgo.,22.0
-103.7700,25.2700,CFRDR,DGO,CaÒÛn Fern·ndez hidromÈtrica de Francisco Zarco Dgo.,28.9
-105.0000,25.6100,PALDR,DGO,Palmito hidromÈtrica de L·zaro C·rdenas Dgo.,26.2
-104.1100,25.2300,NZSDR,DGO,Nazas Dgo.,26.1
-106.1300,24.4400,SJRDR,DGO,San JosÈ de los Reyes Dgo.,25.4
-104.4900,26.2300,DERDR,DGO,El Derrame Dgo.,26.4
-104.7500,23.5200,LBYDR,DGO,Las Bayas Dgo.,18.7
-100.5200,18.0800,AFIGR,GRO,AndrÈs Figueroa Gro.,33.5
-99.6100,18.5500,TAXGR,GRO,Taxco Gro.,22.7
-98.4100,16.4700,CNLGR,GRO,Cuajinicuilapa Gro.,29.0
-98.4300,16.6800,OMEGR,GRO,Ometepec Gro.,30.4
-99.8000,16.8000,ODAGR,GRO,Observatorio de Acapulco Gro.,29.6
-99.9100,16.8500,ACAGR,GRO,Acapulco Gro.,29.6
-100.4700,17.1400,SJEGR,GRO,San JerÛnimo Gro.,30.5
-99.5300,17.1700,TCOGR,GRO,Tierra Colorada Gro.,27.5
-100.4300,17.2100,ATYGR,GRO,Atoyac Gro.,30.9
-101.0500,17.3800,CYQGR,GRO,Coyuquilla Gro.,27.4
-99.4500,17.4800,PETGR,GRO,Petaquillas Gro.,23.7
-98.6000,17.5000,TLPGR,GRO,Tlapa Gro.,28.8
-99.5000,17.5500,CHIGR,GRO,Chilpancingo Gro.,25.1
-99.4000,17.5700,TXTGR,GRO,Tixtla Gro.,26.9
-99.5000,17.6000,ODZGR,GRO,Observatorio de Zumpango Gro.,27.6
-99.1800,17.6100,CHLGR,GRO,Chilapa Gro.,22.3
-99.9800,17.7900,TLAGR,GRO,Tlacotepec Gro.,15.7
-101.5500,17.6500,ZHTGR,GRO,Zihuatanejo Gro.,30.6
-99.5500,18.3500,IGLGR,GRO,Iguala Gro.,30.6
-100.6600,18.3600,CALGR,GRO,Ciudad Altamirano Gro.,33.0
-101.0000,18.4200,LCLGR,GRO,La Calera Gro.,28.2
-99.4000,18.4600,BVSGR,GRO,Buena Vista Gro.,25.3
-99.4700,18.3000,VTRGR,GRO,Valerio Trujano Gro.,26.4
-99.5200,17.5800,AERGR,GRO,Observatorio de Chilpancingo Aeropuerto Gro.,26.4
-98.4900,17.9000,XXHGR,GRO,Xochihuehuetl·n Gro.,29.7
-99.7600,16.7600,MMAA,GRO,Aeropuerto Internacional de Acapulco Gro.*,29.1
-101.5500,17.6400,ZIHUATANEJO,GRO,Zihuatanejo Gro. SMN*,33.2
-99.5200,18.3600,IGUALA,GRO,Iguala Gro. SMN*,31.5
-99.7000,17.6700,CCHGR,GRO,Chichihualco Gro.,23.6
-98.5600,17.5500,TLAPA,GRO,Tlapa Gro. SMN*,29.0
-100.6600,18.3500,CA2GR,GRO,Ciudad Altamirano Gro. SMN*,34.6
-98.5000,16.6600,QTZGR,GRO,Quetzala Gro.,29.2
-100.0200,16.9600,LDCGR,GRO,Laguna de Coyuca Gro.,28.2
-99.3700,17.4700,MCHGR,GRO,Mochitl·n Gro.,25.8
-99.9300,17.6000,YXTGR,GRO,Yextla Gro.,24.6
-98.5100,17.6200,IXTGR,GRO,Ixcateopan de Tlapa Gro.,28.2
-99.5000,17.5500,CHILPANCINGOob,GRO,Observatorio de Chilpancingo Gro. SMN*,26.3
-99.5200,17.2300,EOCGR,GRO,El Ocotito Gro.,25.8
-101.0600,17.2700,PTOVICENTEMAR,GRO,Puerto Vicente Gro. SEMAR*,30.2
-99.1000,16.9500,AYUGR,GRO,Ayutla Gro.,27.0
-99.2300,16.7600,LASVIGASGRO,GRO,Las Vigas Gro. SMN*,29.8
-99.6600,18.2500,COCGR,GRO,Cocula Gro.,30.8
-98.5800,17.7700,AEROPISTASC,GRO,Aeropista Santa Cruz Gro. PC*,21.5
-99.9100,16.8200,ISLAROQUETAmar,GRO,Isla Roqueta Gro. SEMAR*,30.3
-101.4600,17.6100,MMZH,GRO,Aeropuerto Internacional de Ixtapa Zihuatanejo Gro.*,29.2
-101.4700,21.0700,COMGJ,GTO,Comanjilla Gto.,23.4
-101.2200,21.4800,SFEGJ,GTO,San Felipe Gto.,19.9
-100.3600,20.2000,CORGJ,GTO,Coroneo Gto.,18.4
-101.1100,21.3200,LQMGJ,GTO,La Quemada Gto.,20.9
-100.7500,20.5800,SMOGJ,GTO,San Miguel Octopan Gto.,21.9
-100.7100,20.0300,ACNGJ,GTO,Ac·mbaro Gto.,24.4
-100.6700,20.0600,SLSGJ,GTO,SolÌs Gto.,23.7
-100.9000,20.2800,ECBGJ,GTO,El Cubo Gto.,22.9
-100.8900,20.2200,SLVGJ,GTO,Salvatierra Gto.,23.4
-101.0700,20.2900,LDYGJ,GTO,Laguna de Yuriria Gto.,23.5
-101.0700,20.3000,SRTGJ,GTO,Santa Rita Gto.,24.2
-101.1800,20.3800,VDSGJ,GTO,Valle de Santiago Gto.,24.7
-101.5400,20.4500,ABSGJ,GTO,Abasolo Gto.,25.8
-101.7400,20.4400,GLNGJ,GTO,La Golondrina Gto.,25.3
-100.6200,20.4500,APSGJ,GTO,Apaseo el Alto Gto.,24.3
-100.9600,20.4900,CRTGJ,GTO,Cort·zar Gto.,25.6
-101.6300,20.5000,ATBGJ,GTO,Agua Tibia Gto.,26.2
-101.1100,20.5200,PERGJ,GTO,Pericos Gto.,23.6
-100.8200,20.5400,CLYGJ,GTO,Celaya Gto.,22.0
-100.6800,20.5300,AEGGJ,GTO,Apaseo el Grande Gto.,22.7
-100.5800,20.5500,AMCGJ,GTO,Ameche Gto.,23.0
-101.2000,20.5700,SLMGJ,GTO,Salamanca Gto.,24.9
-101.3000,20.6000,TEMGJ,GTO,TemascatÌo Gto.,19.2
-101.6700,20.6200,CRMGJ,GTO,Cuer·maro Gto.,26.1
-101.8400,20.6800,LADGJ,GTO,Las Adjuntas Gto.,22.8
-101.3500,20.6800,IRPGJ,GTO,Irapuato Gto.,28.1
-101.3700,20.7200,ECNGJ,GTO,El Conejo Gto.,24.3
-100.8300,20.8500,IALGJ,GTO,Ignacio Allende Gto.,22.8
-101.2900,20.8700,PRSGJ,GTO,La PurÌsima Gto.,25.0
-100.9000,20.9500,CSRGJ,GTO,Cinco SeÒores Gto.,23.3
-101.8400,21.0500,BRRGJ,GTO,El Barrial Gto.,23.5
-101.6900,21.1400,LENGJ,GTO,LeÛn Gto.,25.6
-101.6800,21.1700,EPLGJ,GTO,El Palote Gto.,24.8
-101.6700,21.2000,CSTGJ,GTO,Los Castillos Gto.,24.5
-100.0900,21.3000,XICGJ,GTO,Xich˙ Gto.,26.8
-101.4800,21.6500,OCMGJ,GTO,Ocampo Gto.,20.4
-100.8800,20.4000,LGVGJ,GTO,Presa la Gavia Gto.,21.9
-101.2400,20.8700,ECHGJ,GTO,El ChapÌn Gto.,23.6
-100.8800,21.1000,PNLGJ,GTO,PeÒuelitas Gto.,22.0
-99.8300,21.3200,SGORDAII,GTO,Sierra Gorda 2 Gto. SMN*,20.7
-101.2700,21.0100,GTOGJ,GTO,Observatorio de Guanajuato Gto.,24.4
-101.0200,20.4000,SJLGJ,GTO,Santa Julia Gto.,22.8
-101.4800,20.9900,MMLO,GTO,Aeropuerto Internacional de Guanajuato Gto.*,24.2
-100.5200,20.1500,JCRGJ,GTO,JerÈcuaro Gto.,20.4
-101.3700,20.7100,ANSGJ,GTO,Arandas Gto.,24.7
-100.6700,20.0500,SL2GJ,GTO,Solis Gto.,23.7
-100.8200,20.8500,PALGJ,GTO,Presa Allende Gto. SMN*,24.1
-101.2500,21.0200,GUANAJUATOob,GTO,Observatorio de Guanajuato Gto. SMN*,24.0
-101.3600,20.2800,LJIGJ,GTO,Las JÌcamas Gto.,24.6
-102.0000,20.8000,FRIAS,GTO,FrÌas Gto. ProtecciÛn Civil*,24.3
-100.6400,20.2100,ELMOROPC,GTO,El Moro Ac·mbaro Gto. CEPCGTO*,16.1
-100.6100,20.4600,APASEOPC,GTO,Apaseo el Alto Gto. CEPCGTO*,23.4
-101.5000,21.0100,SILAOPUERTOPC,GTO,Silao Puerto Interior Gto. CEPCGTO*,24.5
-101.1700,21.0300,VILLALPANDOPC,GTO,Villalpando Gto. CEPCGTO*,16.8
-100.1500,21.1400,TIERRABLANCAPC,GTO,Tierra Blanca Gto. CEPCGTO*,24.9
-100.3300,21.1400,DOCTORMORAPC,GTO,Doctor Mora Gto. CEPCGTO*,21.5
-101.4300,21.2100,SANFELIPEPC,GTO,San Felipe Gto. CEPCGTO*,20.0
-99.7200,21.2700,ATARJEAPC,GTO,Atarjea Gto. CEPCGTO*,26.2
-100.0600,21.3000,XICHUPC,GTO,Xich˙ Gto. CEPCGTO*,27.7
-100.7500,20.9000,SMAGJ,GTO,San Miguel de Allende Gto.,24.6
-101.6300,20.5100,CORRALEJO,GTO,Corralejo Hidalgo Gto. ProtecciÛn Civil*,25.5
-101.2700,21.0000,EMADECEAPC,GTO,DivisiÛn de Ciencias EconÛmicas Universidad de Guanajuato Gto. CEPCGTO*,24.0
-101.2500,21.0200,EMAACAUGPC,GTO,Observatorio de la Universidad de Guanajuato Gto. CEPCGTO*,23.8
-99.3100,19.9600,PRQHD,HGO,Requena Hgo.,21.8
-98.7500,20.1200,PCOHD,HGO,Observatorio de Pachuca Hgo.,20.4
-99.3600,20.1600,ENDHD,HGO,EndhÛ Hgo.,21.8
-99.2200,20.2400,MXQHD,HGO,Mixquiahuala Hgo.,21.5
-99.3300,20.3600,PRGHD,HGO,Javier Rojo GÛmez Hgo.,20.8
-99.3800,20.4400,PVAHD,HGO,Vicente Aguirre Hgo.,21.4
-99.2200,20.4800,IXMHD,HGO,Ixmiquilpan Hgo.,22.2
-98.7600,20.5900,LMTHD,HGO,Metztitl·n Hgo.,26.0
-98.6500,20.6500,ZXTHD,HGO,Zacualtip·n Hgo.,19.5
-99.5000,20.6600,ZMPHD,HGO,Ing. Fernando Hiriart Balderrama Hgo.,25.8
-98.3500,21.0200,ATCHD,HGO,Atlapexco Hgo.,30.3
-98.4200,21.1500,HJTHD,HGO,Huejutla Hgo.,29.0
-98.7200,20.1900,ELCHICO,HGO,El Chico Hgo. SMN*,15.8
-98.0800,20.4600,HHTHD,HGO,Huehuetla Hgo.,28.6
-98.3700,20.0800,TLGHD,HGO,Observatorio de Tulancingo Hgo.,21.7
-98.6000,21.1700,ORZHD,HGO,San Felipe Orizatl·n Hgo.,29.3
-99.7100,20.3200,HUICHAPAN,HGO,Huichapan Hgo. SMN*,22.2
-98.4700,19.7300,ITESAAPAN,HGO,ITESA Apan Hgo. SMN*,18.0
-99.3500,20.0600,TLRHD,HGO,Tula Las Rosas Hgo.,21.1
-98.3600,20.0800,TULANCINGOob,HGO,Observatorio de Tulancingo Hgo. SMN*,21.5
-98.3700,21.1500,HUEHD,HGO,Huejutla Hgo. SMN*,30.5
-103.4200,20.4400,TLAJOMULCO,JAL,Tlajomulco Jal. SMN*,24.7
-104.5700,19.2300,CIHJL,JAL,Cihuatl·n Jal.,29.0
-103.2000,20.2900,LDCJL,JAL,Lago de Chapala Jal.,24.8
-102.7100,20.2900,JMYJL,JAL,Jamay Jal.,23.1
-103.0900,20.4000,ATQJL,JAL,Atequiza Jal.,24.9
-102.2500,20.4800,HUAJL,JAL,Huascato Jal.,24.5
-104.0500,20.5500,RAMJL,JAL,RÌo Ameca Jal.,24.6
-103.3200,20.5800,TLAJL,JAL,Tlaquepaque Jal.,27.0
-103.8500,20.6000,VEGJL,JAL,Ing. Santiago Camarena Jal.,25.5
-103.3500,20.6800,GUAJL,JAL,Guadalajara Centro Jal.,24.7
-101.8500,21.3500,SAUJL,JAL,La Sauceda Jal.,22.7
-102.5800,21.4500,TCAJL,JAL,Teocaltiche Jal.,24.7
-101.7400,21.5000,CRTJL,JAL,El Cuarenta Jal.,21.6
-102.7700,19.2900,CHLMC,JAL,ConstituciÛn de Apatzing·n Jal.,31.7
-103.2300,22.3300,ACHZC,JAL,Achimec Jal.,23.0
-103.7200,22.4100,BCSJL,JAL,Bocas Jal.,26.2
-101.9200,21.3700,OLMJL,JAL,Observatorio de Lagos de Moreno Jal.,24.5
-104.2900,19.8500,ELCJL,JAL,El Corcovado Jal.,28.9
-103.9200,19.4600,SMANANTLANI,JAL,Sierra Manatl·n 1 Jal. SMN*,19.0
-105.1300,20.0000,RIOTOMATLAN,JAL,RÌo Tomatl·n Jal. SMN*,28.2
-103.2000,20.2900,CHAJL,JAL,Chapala 1 Jal. SMN*,25.2
-103.4700,19.7000,CGZJL,JAL,Observatorio de Ciudad Guzm·n Jal.,24.9
-105.2200,20.5900,CULJL,JAL,Cuale Jal.,26.6
-103.3900,20.7100,GUCJL,JAL,Observatorio de Guadalajara Jal.,25.1
-105.1300,20.0000,CPEJL,JAL,CajÛn de PeÒa Jal.,28.3
-102.9800,20.6800,EGCJL,JAL,Ing. ElÌas Gonz·lez Ch·vez Jal.,24.0
-103.3100,20.5300,MMGL,JAL,Aeropuerto Internacional de Guadalajara Jal.*,24.5
-105.2500,20.6800,MMPR,JAL,Aeropuerto Internacional de Puerto Vallarta Jal.*,25.5
-104.3700,19.9800,TMLJL,JAL,RamÛn Corona Madrigal General Jal.,24.2
-103.2000,22.1700,TENJL,JAL,Tenasco Jal.,22.6
-103.3400,20.7200,EXPJL,JAL,La Experiencia Jal.,25.2
-104.5600,19.6300,CHFJL,JAL,El ChiflÛn Jal.,29.0
-104.1500,19.5500,SMANANTLANII,JAL,Sierra Manatl·n 2 Jal. SMN*,17.4
-103.5900,19.5900,NEVADOCOLIMA,JAL,Nevado de Colima Jal. SMN*,13.4
-103.0300,20.1700,TZPJL,JAL,Tizap·n Jal.,25.3
-103.3700,19.5600,QUTJL,JAL,Quito Jal.,25.4
-104.0600,19.9100,BBAJL,JAL,Basilio Vadillo Jal.,29.2
-103.2500,22.1300,CLTJL,JAL,Observatorio de Colotl·n Jal.,24.2
-103.3900,20.7100,COLJL2,JAL,Los Colomos Jal. SMN*,24.6
-105.1800,19.6500,HIGJL,JAL,Higuera Blanca 2 Jal.,26.5
-104.5900,20.2500,RODJL,JAL,El Rodeo Jal.,21.3
-105.2100,20.7300,LDBJL,JAL,La Desembocada Jal.,27.4
-105.2400,20.6600,PVALLARTAmar,JAL,Puerto Vallarta Jal. SEMAR*,25.0
-102.8200,21.0100,CUNJL,JAL,La CuÒa Jal.,24.4
-103.4000,18.9700,TRJCM,JAL,Solidaridad Jal.,30.7
-103.3600,20.5800,PITJL,JAL,PIAE Toluquilla Jal.,25.3
-102.4400,21.6000,AJJJL,JAL,Ajojucar Jal.,22.9
-103.3900,20.7100,GUADALAJARAob,JAL,Observatorio de Guadalajara  Jal. SMN*,24.9
-103.9200,22.6000,PINJL,JAL,El Pinito Jal.,20.3
-103.4600,19.7300,CDGUZMANob,JAL,Observatorio de Ciudad Guzm·n Jal. SMN*,24.1
-99.6100,19.4300,TROMX,MEX,Trojes MÈx.,18.6
-98.8700,19.1900,SLAMX,MEX,San Luis Ameca MÈx.,19.2
-99.5100,19.2000,CGCMX,MEX,Gerencia Conagua CODAGEM MÈx.,17.3
-99.2800,19.4500,PTLMX,MEX,Presa Totolica MÈx.,17.8
-99.7800,19.4600,PIRMX,MEX,Ignacio RamÌrez MÈx.,15.7
-99.7000,19.4700,SBBMX,MEX,JosÈ Antonio Alzate MÈx.,16.9
-99.2200,19.4800,MBLMX,MEX,Molino Blanco MÈx.,21.1
-98.8800,19.4800,CHPMX,MEX,Chapingo MÈx.,20.2
-99.2200,19.5700,ARBMX,MEX,Las Arboledas MÈx.,21.2
-98.9200,19.5800,GRDMX,MEX,La Grande MÈx.,20.7
-99.1900,19.6200,OBSMX,MEX,San MartÌn Obispo MÈx.,19.5
-99.0500,19.6300,K27MX,MEX,km 27+250 MÈx.,21.4
-99.9600,19.6600,TPTMX,MEX,San AndrÈs Tepetitl·n MÈx.,17.2
-99.3000,19.7000,CNPMX,MEX,La ConcepciÛn MÈx.,19.7
-99.8600,20.0400,PNDMX,MEX,—adÛ MÈx.,16.6
-99.7000,20.0500,HPNMX,MEX,Huapango MÈx.,13.2
-99.7400,20.1200,PMNMX,MEX,El Molino MÈx.,13.0
-98.9100,19.5300,SADMX,MEX,San AndrÈs MÈx.,20.4
-98.9100,19.5400,ATEMX,MEX,Atenco MÈx.,21.1
-99.3900,19.8300,TXMHD,MEX,Taxhimay MÈx.,20.2
-99.8000,19.6300,SMLMX,MEX,Santa MarÌa del Llano MÈx.,18.0
-99.7900,19.8300,PFBMX,MEX,Francisco JosÈ Trinidad Fabela MÈx.,15.7
-99.8000,19.3400,TBRMX,MEX,Tres Barrancas MÈx.,16.4
-99.9100,19.8600,TJCMX,MEX,El Tejocote MÈx.,17.9
-99.7700,19.5700,IXCMX,MEX,Ixtlahuaca MÈx.,17.1
-99.6800,19.1200,NEVMX,MEX,Nevado de Toluca MÈx. SMN*,8.2
-99.4200,18.9900,OCUMX,MEX,Ocuil·n de Arteaga MÈx,18.9
-99.7100,19.2900,COBMX,MEX,Observatorio de Toluca MÈx.,18.0
-100.0800,19.3800,VALLEDEBRAVO,MEX,Valle de Bravo MÈx. SMN*,16.4
-99.2800,19.4500,TTLMX,MEX,Totolica hidromÈtrica MÈx.,21.5
-99.1200,19.9000,TTQMX,MEX,Tajo de Tequixquiac MÈx,19.4
-98.6600,19.1200,ALTZOMONI,MEX,Altzomoni MÈx SMN*,9.0
-99.5700,19.3400,MMTO,MEX,Aeropuerto Internacional de Toluca Edo. de MÈx.*,17.1
-99.2400,19.4500,EMOMX,MEX,El Molinito RÌo Hondo MÈx.,20.8
-99.7300,18.9300,PDZMX,MEX,Porfirio DÌaz MÈx.,16.9
-99.5200,19.5700,CCAMX,MEX,Cerro Catedral MÈx. SMN*,10.8
-99.8700,19.7800,ATLMX,MEX,Atlacomulco MÈx. SMN*,18.7
-99.2400,19.4700,CCHN,MEX,Colegio de Ciencias y Humanidades Naucalpan MÈx. UNAM*,21.7
-99.0100,19.7500,MMSM,MEX,Aeropuerto Internacional Felipe ¡ngeles MÈx.,20.1
-99.7100,19.2900,TOLUCAob,MEX,Observatorio de Toluca MÈx. SMN*,17.8
-99.8700,19.7800,ATPMX,MEX,Atlacomulco Prepa. MÈx.,17.1
-100.0500,19.0500,TMSMX,MEX,Temascaltepec MÈx.,22.1
-99.2500,19.6400,GDLMX,MEX,Guadalupe MÈx.,16.3
-98.8600,19.6400,SNLMX,MEX,San Lucas MÈx.,19.9
-99.5600,19.8800,DNXMX,MEX,Danxho MÈx.,17.1
-99.3800,19.2900,INNSE,MEX,Investigaciones Nucleares MÈx. SGIRPC*,16.6
-99.0300,19.3900,NEZSE,MEX,NezahualcÛyotl MÈx. SGIRPC*,22.3
-99.0500,19.4700,FARSE,MEX,FES AragÛn MÈx. SGIRPC*,22.7
-99.0300,19.5300,SAGSE,MEX,San AgustÌn MÈx. SGIRPC*,22.7
-99.1000,19.6600,VIFSE,MEX,Villa de las Flores MÈx. SGIRPC*,21.2
-99.2000,19.7200,CUTSE,MEX,Cuautitl·n MÈx. SGIRPC*,21.1
-98.8900,19.2700,CHOSE,MEX,Chalco MÈx. SGIRPC*,22.4
-100.4400,18.7800,BEJMX,MEX,Bejucos MÈx.,29.2
-100.1400,19.3100,DONATOGUERRA,MEX,Donato Guerra MÈx. SMN*,16.1
-99.2600,19.5200,EDOMEXNmar,MEX,EdoMÈx.Norte Edo. de MÈx. SEMAR*,21.5
-99.2700,19.5200,PREMX,MEX,Presa MadÌn MÈx. SMN*,19.7
-99.2800,19.4500,TOTMX,MEX,Totolica MÈx,17.7
-99.2800,19.5700,SNJMX,MEX,San Juan MÈx,19.2
-101.9300,18.9200,ZICMC,MICH,Zicuir·n Mich.,31.8
-102.3700,19.0800,APTMC,MICH,Apatzing·n Mich.,30.8
-102.8700,19.2100,LOLMC,MICH,Los Olivos Mich.,31.2
-101.0400,19.8300,PDBMC,MICH,Planta de bombeo Mich.,24.2
-101.2000,19.7000,MNOMC,MICH,Morelia Norte Mich.,24.0
-101.1000,19.7000,MCEMC,MICH,Morelia Centro Mich.,23.4
-100.5500,19.7000,CHIMC,MICH,Ciudad Hidalgo Mich.,20.2
-100.8700,19.8300,MLPMC,MICH,MalpaÌs Mich.,24.4
-102.6500,19.8400,SJUMC,MICH,San Juanico Mich.,23.1
-100.8300,19.8600,ZINMC,MICH,ZinapÈcuaro Mich.,22.8
-100.4400,19.8900,MRVMC,MICH,MaravatÌo Mich.,21.4
-102.1400,19.9600,UREMC,MICH,Urepetiro Mich.,21.7
-102.2700,19.9700,CHAMC,MICH,Chaparaco Mich.,23.8
-100.2300,20.0000,TEPMC,MICH,Tepuxtepec Mich.,19.2
-102.7200,20.0700,SAHMC,MICH,Sahuayo Mich.,19.8
-102.4000,20.1000,SSIMC,MICH,San SimÛn Mich.,22.8
-101.7200,20.1300,MOCMC,MICH,Melchor Ocampo Mich.,24.4
-101.8600,20.2100,CORMC,MICH,Corrales Mich.,24.9
-102.4400,20.3000,DGNMC,MICH,De Gonzalo Mich.,27.2
-101.4600,20.3200,CBLMC,MICH,Casa Blanca Mich.,24.6
-102.2400,20.3400,YURMC,MICH,YurÈcuaro Mich.,25.9
-102.0000,20.3500,LPDMC,MICH,La Piedad Mich.,26.4
-102.6000,19.9600,JARMC,MICH,Jaripo Mich.,19.8
-102.5400,19.9800,GUAMC,MICH,Guaracha Mich.,20.6
-102.4200,20.1800,BIBMC,MICH,Barraje de Ibarra Mich.,20.0
-102.4600,20.2100,SCRMC,MICH,San CristÛbal Mich.,22.2
-102.2100,18.0200,MLCMC,MICH,Melchor Ocampo L.C. Mich.,29.9
-101.1800,19.6900,MORMC,MICH,Observatorio de Morelia Mich.,23.9
-102.2800,20.0100,ZAMMC,MICH,Observatorio de Zamora Mich.,25.4
-102.0400,19.4000,MMPN,MICH,Aeropuerto Internacional de Uruapan Mich.*,21.7
-101.0300,19.8500,MMMM,MICH,Aeropuerto Internacional de Morelia Mich.*,22.6
-102.3700,19.0800,APAMC,MICH,Apatzing·n Mich. SMN*,31.7
-101.8000,19.8100,ZCAMC,MICH,Zacapu Mich.,25.1
-101.9900,20.2300,ADUMC,MICH,Adjuntas Mich.,22.7
-102.0800,19.4200,URUAPAN,MICH,Uruapan Mich. SMN*,21.6
-100.2900,19.5400,MMONII,MICH,Mariposa Monarca 2 Mich. SMN*,14.1
-102.1800,17.9400,LCARDENASMAR,MICH,L·zaro C·rdenas Mich. SEMAR*,29.5
-100.6800,19.6200,PUCMC,MICH,Pucuato Mich.,17.1
-100.4500,19.9700,EGIMC,MICH,El Gigante Mich.,22.9
-101.2000,19.7000,MORELIAob,MICH,Observatorio de Morelia Mich. SMN*,24.5
-101.2600,19.6300,COIMC,MICH,Cointzio Mich.,21.4
