Lon,Lat,Clave,Edo,Est,Tmed
-104.32,19.05,MANZANILLOob,COL,Observatorio de Manzanillo Col. SMN*,26.6
-104.75,23.96,GVCDR,DGO,Presidente Guadalupe Victoria Dgo.,16.3
-104.67,24.03,DRGDR,DGO,Durango Dgo.,17.6
-104.12,24.44,CGVDR,DGO,Ciudad Guadalupe Victoria Dgo.,16.3
-104.78,24.52,CNTDR,DGO,Canatl·n Dgo.,16.7
-104.81,24.54,CBRDR,DGO,Caboraca Dgo.,15.2
-103.7,24.87,CNCDR,DGO,CuencamÈ Dgo.,21.3
-105.44,25.22,SACDR,DGO,SalomÈ Acosta Dgo.,14.1
-103.77,25.27,FZRDR,DGO,Francisco Zarco Dgo.,19.2
-103.52,25.53,CLRDR,DGO,Ciudad Lerdo Dgo.,18.3
-105.02,25.59,LCRDR,DGO,L·zaro C·rdenas Dgo.,19.0
-103.85,25.82,MPMDR,DGO,MapimÌ Dgo.,17.8
-104.93,26.24,VHGDR,DGO,Villa Hidalgo Dgo.,14.1
-105.51,26.45,VOCDR,DGO,Villa Ocampo Dgo.,16.9
-105.5,26.44,VILLAOCAMPO,DGO,Villa Ocampo Dgo. SMN*,15.0
-103.98,23.74,VGCDR,DGO,Vicente Guerrero Dgo.,15.7
-104.92,24.8,GUADR,DGO,GuatimapÈ Dgo.,14.4
-105.57,26.08,SRDDR,DGO,Sardinas Dgo.,11.1
-104.25,23.39,MICHILIA,DGO,La Michilia Dgo. SMN*,10.1
-105.47,24.19,LVEDR,DGO,Las Vegas Dgo. SMN*,8.9
-103.98,26.55,LAFLOR,DGO,La Flor de Jimulco Dgo. SMN*,16.9
-103.75,26.69,MAPIMI,DGO,MapimÌ Dgo. SMN*,18.4
-105.05,23.9,NAVDR,DGO,NavÌos Viejos Dgo.,8.2
-106.98,24.93,TMZDR,DGO,Tamazula Dgo.,23.9
-105.72,25.34,TLHDR,DGO,Observatorio de Tepehuanes Dgo.,13.5
-104.53,24.13,MMDO,DGO,Aeropuerto Internacional de Durango Dgo.*,14.3
-104.07,25.26,AM2DR,DGO,AgustÌn Melgar Dgo. SMN*,16.8
-102.78,24.64,SJGUADALUPE,DGO,San Juan de Guadalupe Dgo. SMN*,17.2
-104.6,24.09,DURANGOob,DGO,Observatorio de Durango Dgo. SMN*,17.3
-104.68,23.87,SBYDR,DGO,Santiago Bayacora Dgo.,15.3
-104.05,23.62,SELDR,DGO,Santa Elena Dgo.,15.0
-103.96,24,FVLDR,DGO,Francisco Villa Dgo.,17.0
-105.72,25.34,TEPEHUANESob,DGO,Observatorio de Tepehuanes Dgo. SMN*,13.4
-103.44,26.11,THODR,DGO,Tlahualilo Dgo.,16.4
-103.35,24.47,SCLDR,DGO,Santa Clara Dgo.,15.3
-106.37,26.13,ROSDR,DGO,La Rosilla Dgo.,5.4
-104.66,24.2,PAGDR,DGO,PeÒa del Aguila Dgo.,15.9
-104.48,24.94,CTODR,DGO,El Cuarto Dgo.,18.4
-105.22,25.58,INDDR,DGO,IndÈ Dgo.,15.5
-103.77,25.27,CFRDR,DGO,CaÒÛn Fern·ndez hidromÈtrica de Francisco Zarco Dgo.,19.4
-105,25.61,PALDR,DGO,Palmito hidromÈtrica de L·zaro C·rdenas Dgo.,18.8
-104.11,25.23,NZSDR,DGO,Nazas Dgo.,17.4
-104,26.39,ELYDR,DGO,El Yermo Dgo.,16.4
-100.52,18.08,AFIGR,GRO,AndrÈs Figueroa Gro.,29.9
-99.61,18.55,TAXGR,GRO,Taxco Gro.,21.3
-98.41,16.47,CNLGR,GRO,Cuajinicuilapa Gro.,28.5
-98.43,16.68,OMEGR,GRO,Ometepec Gro.,29.8
-99.8,16.8,ODAGR,GRO,Observatorio de Acapulco Gro.,27.8
-99.91,16.85,ACAGR,GRO,Acapulco Gro.,27.4
-100.47,17.14,SJEGR,GRO,San JerÛnimo Gro.,27.6
-99.53,17.17,TCOGR,GRO,Tierra Colorada Gro.,22.5
-100.43,17.21,ATYGR,GRO,Atoyac Gro.,28.8
-101.05,17.38,CYQGR,GRO,Coyuquilla Gro.,26.1
-99.45,17.48,PETGR,GRO,Petaquillas Gro.,22.2
-98.6,17.5,TLPGR,GRO,Tlapa Gro.,25.2
-99.5,17.55,CHIGR,GRO,Chilpancingo Gro.,23.0
-99.4,17.57,TXTGR,GRO,Tixtla Gro.,24.5
-99.5,17.6,ODZGR,GRO,Observatorio de Zumpango Gro.,23.9
-99.18,17.61,CHLGR,GRO,Chilapa Gro.,19.6
-99.98,17.79,TLAGR,GRO,Tlacotepec Gro.,15.9
-101.55,17.65,ZHTGR,GRO,Zihuatanejo Gro.,30.1
-99.55,18.35,IGLGR,GRO,Iguala Gro.,26.9
-100.66,18.36,CALGR,GRO,Ciudad Altamirano Gro.,29.0
-101,18.42,LCLGR,GRO,La Calera Gro.,24.3
-99.4,18.46,BVSGR,GRO,Buena Vista Gro.,23.6
-99.47,18.3,VTRGR,GRO,Valerio Trujano Gro.,27.2
-99.52,17.58,AERGR,GRO,Observatorio de Chilpancingo Aeropuerto Gro.,24.6
-98.49,17.9,XXHGR,GRO,Xochihuehuetl·n Gro.,26.3
-99.76,16.76,MMAA,GRO,Aeropuerto Internacional de Acapulco Gro.*,26.8
-101.46,17.61,MMZH,GRO,Aeropuerto Internacional de Ixtapa-Zihuatanejo Gro.*,26.8
-101.55,17.64,ZIHUATANEJO,GRO,Zihuatanejo Gro. SMN*,30.7
-99.52,18.36,IGUALA,GRO,Iguala Gro. SMN*,28.2
-99.7,17.67,CCHGR,GRO,Chichihualco Gro.,22.4
-98.56,17.55,TLAPA,GRO,Tlapa Gro. SMN*,26.2
-100.66,18.35,CA2GR,GRO,Ciudad Altamirano Gro. SMN*,31.6
-98.5,16.66,QTZGR,GRO,Quetzala Gro.,27.1
-100.02,16.96,LDCGR,GRO,Laguna de Coyuca Gro.,26.3
-99.37,17.47,MCHGR,GRO,Mochitl·n Gro.,24.3
-99.93,17.6,YXTGR,GRO,Yextla Gro.,20.1
-98.51,17.62,IXTGR,GRO,Ixcateopan de Tlapa Gro.,25.3
-99.5,17.55,CHILPANCINGOob,GRO,Observatorio de Chilpancingo Gro. SMN*,24.5
-99.52,17.23,EOCGR,GRO,El Ocotito Gro.,23.4
-101.06,17.27,PTOVICENTEMAR,GRO,Puerto Vicente Gro. SEMAR*,27.4
-99.23,16.76,LASVIGASGRO,GRO,Las Vigas Gro. SMN*,27.9
-98.58,17.77,AEROPISTASC,GRO,Aeropista Santa Cruz Gro. PC*,17.3
-101.47,21.07,COMGJ,GTO,Comanjilla Gto.,18.2
-101.22,21.48,SFEGJ,GTO,San Felipe Gto.,14.8
-100.36,20.2,CORGJ,GTO,Coroneo Gto.,14.5
-101.11,21.32,LQMGJ,GTO,La Quemada Gto.,13.6
-100.75,20.58,SMOGJ,GTO,San Miguel Octopan Gto.,16.5
-100.71,20.03,ACNGJ,GTO,Ac·mbaro Gto.,19.3
-100.67,20.06,SLSGJ,GTO,SolÌs Gto.,18.8
-100.9,20.28,ECBGJ,GTO,El Cubo Gto.,17.0
-100.89,20.22,SLVGJ,GTO,Salvatierra Gto.,17.9
-101.07,20.29,LDYGJ,GTO,Laguna de Yuriria Gto.,17.7
-101.07,20.3,SRTGJ,GTO,Santa Rita Gto.,19.2
-101.18,20.38,VDSGJ,GTO,Valle de Santiago Gto.,19.2
-101.54,20.45,ABSGJ,GTO,Abasolo Gto.,20.0
-101.74,20.44,GLNGJ,GTO,La Golondrina Gto.,20.1
-100.62,20.45,APSGJ,GTO,Apaseo el Alto Gto.,19.6
-100.96,20.49,CRTGJ,GTO,Cort·zar Gto.,19.7
-101.63,20.5,ATBGJ,GTO,Agua Tibia Gto.,19.8
-101.11,20.52,PERGJ,GTO,Pericos Gto.,18.2
-100.82,20.54,CLYGJ,GTO,Celaya Gto.,16.6
-100.68,20.53,AEGGJ,GTO,Apaseo el Grande Gto.,17.5
-100.58,20.55,AMCGJ,GTO,Ameche Gto.,17.5
-101.2,20.57,SLMGJ,GTO,Salamanca Gto.,19.5
-101.3,20.6,TEMGJ,GTO,TemascatÌo Gto.,12.1
-101.67,20.62,CRMGJ,GTO,Cuer·maro Gto.,20.7
-101.84,20.68,LADGJ,GTO,Las Adjuntas Gto.,17.3
-101.35,20.68,IRPGJ,GTO,Irapuato Gto.,22.7
-101.37,20.72,ECNGJ,GTO,El Conejo Gto.,18.5
-100.83,20.85,IALGJ,GTO,Ignacio Allende Gto.,16.9
-101.29,20.87,PRSGJ,GTO,La PurÌsima Gto.,19.5
-100.9,20.95,CSRGJ,GTO,Cinco SeÒores Gto.,17.3
-101.84,21.05,BRRGJ,GTO,El Barrial Gto.,17.5
-101.69,21.14,LENGJ,GTO,LeÛn Gto.,20.8
-101.68,21.17,EPLGJ,GTO,El Palote Gto.,20.1
-101.67,21.2,CSTGJ,GTO,Los Castillos Gto.,19.8
-100.09,21.3,XICGJ,GTO,Xich˙ Gto.,20.1
-101.48,21.65,OCMGJ,GTO,Ocampo Gto.,14.7
-100.88,20.4,LGVGJ,GTO,Presa la Gavia Gto.,16.9
-101.24,20.87,ECHGJ,GTO,El ChapÌn Gto.,18.6
-100.88,21.1,PNLGJ,GTO,PeÒuelitas Gto.,16.8
-99.83,21.32,SGORDAII,GTO,Sierra Gorda 2 Gto. SMN*,15.8
-101.27,21.01,GTOGJ,GTO,Observatorio de Guanajuato Gto.,19.1
-101.02,20.4,SJLGJ,GTO,Santa Julia Gto.,17.8
-101.48,20.99,MMLO,GTO,Aeropuerto Internacional de Guanajuato Gto.*,19.2
-100.52,20.15,JCRGJ,GTO,JerÈcuaro Gto.,16.5
-101.37,20.71,ANSGJ,GTO,Arandas Gto.,18.5
-100.67,20.05,SL2GJ,GTO,Solis Gto.,18.8
-100.82,20.85,PALGJ,GTO,Presa Allende Gto. SMN*,17.7
-101.25,21.02,GUANAJUATOob,GTO,Observatorio de Guanajuato Gto. SMN*,19.5
-101.36,20.28,LJIGJ,GTO,Las JÌcamas Gto.,19.2
-102,20.8,FRIAS,GTO,FrÌas Gto. ProtecciÛn Civil*,19.1
-101.54,20.45,ABASOLOPC,GTO,Abasolo Gto. CEPCGTO*,19.6
-100.53,21.3,SANLUISPC,GTO,San Luis de la Paz Gto. CEPCGTO*,17.5
-100.64,20.21,ELMOROPC,GTO,El Moro Ac·mbaro Gto. CEPCGTO*,12.6
-100.61,20.46,APASEOPC,GTO,Apaseo el Alto Gto. CEPCGTO*,17.9
-101.5,21.01,SILAOPUERTOPC,GTO,Silao Puerto Interior Gto. CEPCGTO*,19.7
-101.17,21.03,VILLALPANDOPC,GTO,Villalpando Gto. CEPCGTO*,13.4
-100.15,21.14,TIERRABLANCAPC,GTO,Tierra Blanca Gto. CEPCGTO*,19.7
-100.33,21.14,DOCTORMORAPC,GTO,Doctor Mora Gto. CEPCGTO*,16.8
-101.43,21.21,SANFELIPEPC,GTO,San Felipe Gto. CEPCGTO*,14.9
-99.72,21.27,ATARJEAPC,GTO,Atarjea Gto. CEPCGTO*,19.6
-100.06,21.3,XICHUPC,GTO,Xich˙ Gto. CEPCGTO*,21.6
-101.08,20.37,JARALDELPC,GTO,Jaral del Progreso Gto. CEPCGTO*,18.4
-100.75,20.9,SMAGJ,GTO,San Miguel de Allende Gto.,17.7
-101.63,20.51,CORRALEJO,GTO,Corralejo Hidalgo Gto. ProtecciÛn Civil*,20.5
-101.27,21,EMADECEAPC,GTO,DivisiÛn de Ciencias EconÛmicas Universidad de Guanajuato Gto. CEPCGTO*,19.4
-101.25,21.02,EMAACAUGPC,GTO,Observatorio de la Universidad de Guanajuato Gto. CEPCGTO*,18.9
-99.31,19.96,PRQHD,HGO,Requena Hgo.,17.4
-98.75,20.12,PCOHD,HGO,Observatorio de Pachuca Hgo.,16.2
-99.36,20.16,ENDHD,HGO,EndhÛ Hgo.,17.9
-99.22,20.24,MXQHD,HGO,Mixquiahuala Hgo.,17.5
-99.33,20.36,PRGHD,HGO,Javier Rojo GÛmez Hgo.,16.1
-99.38,20.44,PVAHD,HGO,Vicente Aguirre Hgo.,16.6
-99.22,20.48,IXMHD,HGO,Ixmiquilpan Hgo.,17.1
-98.76,20.59,LMTHD,HGO,Metztitl·n Hgo.,20.9
-98.65,20.65,ZXTHD,HGO,Zacualtip·n Hgo.,14.6
-99.5,20.66,ZMPHD,HGO,Ing. Fernando Hiriart Balderrama Hgo.,21.0
-98.35,21.02,ATCHD,HGO,Atlapexco Hgo.,22.0
-98.42,21.15,HJTHD,HGO,Huejutla Hgo.,20.7
-98.72,20.19,ELCHICO,HGO,El Chico Hgo. SMN*,11.9
-98.08,20.46,HHTHD,HGO,Huehuetla Hgo.,21.6
-98.37,20.08,TLGHD,HGO,Observatorio de Tulancingo Hgo.,17.3
-98.6,21.17,ORZHD,HGO,San Felipe Orizatl·n Hgo.,21.9
-99.71,20.32,HUICHAPAN,HGO,Huichapan Hgo. SMN*,16.6
-98.47,19.73,ITESAAPAN,HGO,ITESA Apan Hgo. SMN*,13.4
-99.35,20.06,TLRHD,HGO,Tula Las Rosas Hgo.,16.6
-98.36,20.08,TULANCINGOob,HGO,Observatorio de Tulancingo Hgo. SMN*,16.9
-98.37,21.15,HUEHD,HGO,Huejutla Hgo. SMN*,21.8
-98.75,20.12,PACHUCAob,HGO,Observatorio de Pachuca Hgo. SMN*,15.0
-103.42,20.44,TLAJOMULCO,JAL,Tlajomulco Jal. SMN*,19.1
-104.57,19.23,CIHJL,JAL,Cihuatl·n Jal.,24.7
-103.2,20.29,LDCJL,JAL,Lago de Chapala Jal.,20.8
-102.71,20.29,JMYJL,JAL,Jamay Jal.,17.8
-103.09,20.4,ATQJL,JAL,Atequiza Jal.,20.1
-104.05,20.55,RAMJL,JAL,RÌo Ameca Jal.,19.8
-103.32,20.58,TLAJL,JAL,Tlaquepaque Jal.,22.5
-103.85,20.6,VEGJL,JAL,Ing. Santiago Camarena Jal.,20.4
-103.35,20.68,GUAJL,JAL,Guadalajara Centro Jal.,20.1
-103.45,21.07,CXTJL,JAL,Cuixtla Jal.,23.6
-102.5,21.3,SGRJL,JAL,San Gaspar de los Reyes Jal.,15.8
-101.85,21.35,SAUJL,JAL,La Sauceda Jal.,16.9
-102.58,21.45,TCAJL,JAL,Teocaltiche Jal.,18.5
-101.74,21.5,CRTJL,JAL,El Cuarenta Jal.,16.8
-102.77,19.29,CHLMC,JAL,ConstituciÛn de Apatzing·n Jal.,27.4
-103.23,22.33,ACHZC,JAL,Achimec Jal.,16.2
-103.72,22.41,BCSJL,JAL,Bocas Jal.,18.7
-101.92,21.37,OLMJL,JAL,Observatorio de Lagos de Moreno Jal.,19.8
-104.29,19.85,ELCJL,JAL,El Corcovado Jal.,26.2
-103.92,19.46,SMANANTLANI,JAL,Sierra Manatl·n 1 Jal. SMN*,15.9
-105.13,20,RIOTOMATLAN,JAL,RÌo Tomatl·n Jal. SMN*,26.1
-103.2,20.29,CHAJL,JAL,Chapala 1 Jal. SMN*,21.1
-103.47,19.7,CGZJL,JAL,Observatorio de Ciudad Guzm·n Jal.,20.8
-103.32,20.29,PBRJL,JAL,Piedra Barrenada Jal.,21.6
-105.22,20.59,CULJL,JAL,Cuale Jal.,22.4
-103.39,20.71,GUCJL,JAL,Observatorio de Guadalajara Jal.,19.7
-103.65,20.47,HRTJL,JAL,Hurtado Jal.,18.1
-105.13,20,CPEJL,JAL,CajÛn de PeÒa Jal.,25.8
-102.98,20.68,EGCJL,JAL,Ing. ElÌas Gonz·lez Ch·vez Jal.,18.6
-103.31,20.53,MMGL,JAL,Aeropuerto Internacional de Guadalajara Jal.*,19.0
-105.25,20.68,MMPR,JAL,Aeropuerto Internacional de Puerto Vallarta Jal.*,21.7
-104.37,19.98,TMLJL,JAL,RamÛn Corona Madrigal General Jal.,19.7
-103.2,22.17,TENJL,JAL,Tenasco Jal.,17.4
-103.34,20.72,EXPJL,JAL,La Experiencia Jal.,20.3
-104.56,19.63,CHFJL,JAL,El ChiflÛn Jal.,26.0
-104.15,19.55,SMANANTLANII,JAL,Sierra Manatl·n 2 Jal. SMN*,13.9
-103.59,19.59,NEVADOCOLIMA,JAL,Nevado de Colima Jal. SMN*,10.1
-103.03,20.17,TZPJL,JAL,Tizap·n Jal.,20.8
-103.42,20.27,JOCJL,JAL,Jocotepec Jal. SMN*,19.8
-103.45,20.75,BAZJL,JAL,Base AÈrea Zapopan Jal.,18.4
-103.37,19.56,QUTJL,JAL,Quito Jal.,20.5
-104.06,19.91,BBAJL,JAL,Basilio Vadillo Jal.,25.5
-103.25,22.13,CLTJL,JAL,Observatorio de Colotl·n Jal.,18.0
-103.39,20.71,COLJL2,JAL,Los Colomos Jal. SMN*,19.1
-105.18,19.65,HIGJL,JAL,Higuera Blanca 2 Jal.,24.0
-104.59,20.25,RODJL,JAL,El Rodeo Jal.,17.6
-105.21,20.73,LDBJL,JAL,La Desembocada Jal.,23.8
-105.24,20.66,PVALLARTAmar,JAL,Puerto Vallarta Jal. SEMAR*,21.3
-103.4,18.97,TRJCM,JAL,Solidaridad Jal.,27.4
-103.36,20.58,PITJL,JAL,PIAE Toluquilla Jal.,21.1
-102.44,21.6,AJJJL,JAL,Ajojucar Jal.,16.7
-103.39,20.71,GUADALAJARAob,JAL,Observatorio de Guadalajara  Jal. SMN*,18.8
-103.92,22.6,PINJL,JAL,El Pinito Jal.,14.3
-103.27,22.11,COLOTLANob,JAL,Observatorio de Colotl·n Jal. SMN*,17.8
-99.61,19.43,TROMX,MEX,Trojes MÈx.,14.5
-98.87,19.19,SLAMX,MEX,San Luis Ameca MÈx.,15.1
-99.51,19.2,CGCMX,MEX,Gerencia Conagua CODAGEM MÈx.,13.3
-99.28,19.45,PTLMX,MEX,Presa Totolica MÈx.,13.2
-99.78,19.46,PIRMX,MEX,Ignacio RamÌrez MÈx.,11.2
-99.7,19.47,SBBMX,MEX,JosÈ Antonio Alzate MÈx.,12.7
-99.22,19.48,MBLMX,MEX,Molino Blanco MÈx.,16.4
-98.88,19.48,CHPMX,MEX,Chapingo MÈx.,16.4
-99.22,19.57,ARBMX,MEX,Las Arboledas MÈx.,16.5
-98.92,19.58,GRDMX,MEX,La Grande MÈx.,16.8
-99.19,19.62,OBSMX,MEX,San MartÌn Obispo MÈx.,15.8
-99.05,19.63,K27MX,MEX,km 27+250 MÈx.,15.2
-99.96,19.66,TPTMX,MEX,San AndrÈs Tepetitl·n MÈx.,13.4
-99.3,19.7,CNPMX,MEX,La ConcepciÛn MÈx.,14.7
-99.86,20.04,PNDMX,MEX,—adÛ MÈx.,12.4
-99.7,20.05,HPNMX,MEX,Huapango MÈx.,11.8
-99.74,20.12,PMNMX,MEX,El Molino MÈx.,12.2
-98.91,19.53,SADMX,MEX,San AndrÈs MÈx.,15.9
-98.91,19.54,ATEMX,MEX,Atenco MÈx.,16.6
-99.39,19.83,TXMHD,MEX,Taxhimay MÈx.,17.4
-99.8,19.63,SMLMX,MEX,Santa MarÌa del Llano MÈx.,12.7
-99.79,19.83,PFBMX,MEX,Francisco JosÈ Trinidad Fabela MÈx.,12.0
-99.94,18.93,TESMX,MEX,Texcaltitl·n MÈx.,14.5
-99.8,19.34,TBRMX,MEX,Tres Barrancas MÈx.,11.4
-99.91,19.86,TJCMX,MEX,El Tejocote MÈx.,13.5
-99.74,19.59,SLBMX,MEX,San Bartolo del Llano MÈx.,12.1
-99.68,19.12,NEVMX,MEX,Nevado de Toluca MÈx. SMN*,4.4
-99.42,18.99,OCUMX,MEX,Ocuil·n de Arteaga MÈx,15.6
-99.71,19.29,COBMX,MEX,Observatorio de Toluca MÈx.,13.4
-100.08,19.38,VALLEDEBRAVO,MEX,Valle de Bravo MÈx. SMN*,12.5
-99.28,19.45,TTLMX,MEX,Totolica hidromÈtrica MÈx.,16.5
-99.12,19.9,TTQMX,MEX,Tajo de Tequixquiac MÈx,14.3
-98.66,19.12,ALTZOMONI,MEX,Altzomoni MÈx SMN*,5.8
-99.57,19.34,MMTO,MEX,Aeropuerto Internacional de Toluca Edo. de MÈx.*,13.2
-99.24,19.45,EMOMX,MEX,El Molinito RÌo Hondo MÈx.,18.1
-99.52,19.57,CCAMX,MEX,Cerro Catedral MÈx. SMN*,7.8
-99.87,19.78,ATLMX,MEX,Atlacomulco MÈx. SMN*,14.6
-100.14,19.31,DONATOGUERRA,MEX,Donato Guerra Mex. SMN*,13.0
-99.24,19.47,CCHN,MEX,Colegio de Ciencias y Humanidades Naucalpan MÈx. UNAM*,17.3
-99.01,19.75,MMSM,MEX,Aeropuerto Internacional Felipe ¡ngeles MÈx.,15.0
-99.71,19.29,TOLUCAob,MEX,Observatorio de Toluca MÈx. SMN*,13.0
-100.44,18.78,BEJMX,MEX,Bejucos Mex.,25.4
-99.87,19.78,ATPMX,MEX,Atlacomulco Prepa. MÈx.,13.1
-99.24,19.53,CLYMX,MEX,Calacoaya MÈx.,15.7
-100.05,19.06,TEMMX,MEX,Temascaltepec MÈx.,18.5
-99.26,19.52,EDOMEXNmar,MEX,Edomex Norte Edo. de MÈx. SEMAR*,17.1
-99.27,19.52,PREMX,MEX,Presa MadÌn Mex. SMN*,15.2
-99.25,19.64,GDLMX,MEX,Guadalupe MÈx.,14.2
-98.86,19.64,SNLMX,MEX,San Lucas MÈx.,15.1
-99.56,19.88,DNXMX,MEX,Danxho MÈx.,12.3
-99.38,19.29,INNSE,MEX,Investigaciones Nucleares MÈx. SGIRPC*,12.8
-99.03,19.39,NEZSE,MEX,NezahualcÛyotl MÈx. SGIRPC*,18.3
-99.05,19.47,FARSE,MEX,FES AragÛn MÈx. SGIRPC*,17.4
-99.24,19.48,FACSE,MEX,FES Acatl·n MÈx. SGIRPC*,16.1
-99.03,19.53,SAGSE,MEX,San AgustÌn MÈx. SGIRPC*,18.3
-98.91,19.64,ACOSE,MEX,Acolman MÈx. SGIRPC*,16.4
-99.2,19.72,CUTSE,MEX,Cuautitl·n MÈx. SGIRPC*,15.6
-98.89,19.27,CHOSE,MEX,Chalco MÈx. SGIRPC*,16.4
-101.93,18.92,ZICMC,MICH,Zicuir·n Mich.,27.4
-102.37,19.08,APTMC,MICH,Apatzing·n Mich.,26.9
-102.87,19.21,LOLMC,MICH,Los Olivos Mich.,26.9
-101.04,19.83,PDBMC,MICH,Planta de bombeo Mich.,19.0
-100.61,19.58,AGOMC,MICH,Agostitl·n Mich.,14.2
-101.2,19.7,MNOMC,MICH,Morelia Norte Mich.,19.7
-101.1,19.7,MCEMC,MICH,Morelia Centro Mich.,19.2
-100.55,19.7,CHIMC,MICH,Ciudad Hidalgo Mich.,16.8
-100.87,19.83,MLPMC,MICH,MalpaÌs Mich.,17.9
-102.65,19.84,SJUMC,MICH,San Juanico Mich.,19.4
-100.44,19.89,MRVMC,MICH,MaravatÌo Mich.,17.3
-102.14,19.96,UREMC,MICH,Urepetiro Mich.,17.2
-102.27,19.97,CHAMC,MICH,Chaparaco Mich.,19.6
-100.23,20,TEPMC,MICH,Tepuxtepec Mich.,15.1
-102.72,20.07,SAHMC,MICH,Sahuayo Mich.,17.9
-102.4,20.1,SSIMC,MICH,San SimÛn Mich.,18.9
-101.72,20.13,MOCMC,MICH,Melchor Ocampo Mich.,19.1
-101.86,20.21,CORMC,MICH,Corrales Mich.,19.8
-102.44,20.3,DGNMC,MICH,De Gonzalo Mich.,23.2
-101.46,20.32,CBLMC,MICH,Casa Blanca Mich.,18.3
-102.24,20.34,YURMC,MICH,YurÈcuaro Mich.,20.7
-102,20.35,LPDMC,MICH,La Piedad Mich.,20.5
-102.6,19.96,JARMC,MICH,Jaripo Mich.,18.2
-102.54,19.98,GUAMC,MICH,Guaracha Mich.,19.0
-102.42,20.18,BIBMC,MICH,Barraje de Ibarra Mich.,17.2
-102.46,20.21,SCRMC,MICH,San CristÛbal Mich.,17.4
-101.18,19.69,MORMC,MICH,Observatorio de Morelia Mich.,19.5
-102.28,20.01,ZAMMC,MICH,Observatorio de Zamora Mich.,20.4
-102.04,19.4,MMPN,MICH,Aeropuerto Internacional de Uruapan Mich.*,18.6
-101.03,19.85,MMMM,MICH,Aeropuerto Internacional de Morelia Mich.*,17.0
-102.37,19.08,APAMC,MICH,Apatzing·n Mich. SMN*,28.3
-101.8,19.81,ZCAMC,MICH,Zacapu Mich.,20.0
-101.99,20.23,ADUMC,MICH,Adjuntas Mich.,16.9
-102.08,19.42,URUAPAN,MICH,Uruapan Mich. SMN*,17.7
-100.29,19.54,MMONII,MICH,Mariposa Monarca 2 Mich. SMN*,10.9
-102.18,17.94,LCARDENASMAR,MICH,L·zaro C·rdenas Mich. SEMAR*,27.3
-100.68,19.62,PUCMC,MICH,Pucuato Mich.,13.2
-100.45,19.97,EGIMC,MICH,El Gigante Mich.,18.3
-101.26,19.63,COIMC,MICH,Cointzio Mich.,16.8
-101.63,20.25,LANMC,MICH,Los Angeles Mich.,20.3
-100.3,19.77,TMUMC,MICH,Tercer Mundo Mich.,15.8
-101.66,19.93,AMEMC,MICH,Aristeo Mercado Mich.,17.8
-99.04,18.58,SPHMR,MOR,San Pablo Hidalgo Mor.,26.8
-99.31,18.49,TILMR,MOR,Tilzapotla Mor.,23.8
-99.19,18.53,XICMR,MOR,Xicatlacotla Mor.,26.9
-99.38,18.6,AMCMR,MOR,Amacuzac Mor.,24.5
-99.2,18.6,JOJMR,MOR,Jojutla Mor.,26.9
-99.42,18.61,HUAMR,MOR,Huajintl·n Mor.,25.9
-98.8,18.7,JNCMR,MOR,Jonacatepec Mor.,23.1
-99.26,18.73,ALUMR,MOR,Alpuyeca Mor.,21.3
-99.33,18.77,RODMR,MOR,El Rodeo Mor.,24.9
-98.95,18.81,CUAMR,MOR,Cuautla Mor.,22.1
-99.2,18.9,CUEMR,MOR,Cuernavaca Mor.,23.2
-99.22,18.86,TEMMR,MOR,Temixco Mor.,25.1
-99.05,18.9,YAHMR,MOR,Yautepec Mor.,22.1
-98.9,18.9,OAXMR,MOR,Oaxtepec Mor.,22.9
-99.19,18.92,SLDMR,MOR,Solidaridad Mor.,20.3
-99.26,19.03,HUIMR,MOR,Huitzilac Mor.,15.6
-99.03,18.92,OACMR,MOR,Oacalco Mor.,24.2
-99.16,18.77,PROMR,MOR,Progreso Mor.,23.2
-99.46,18.68,APAMR,MOR,Apacingo Mor.,25.2
-99.16,18.88,IMTMR,MOR,Instituto Mexicano de TecnologÌa del Agua Mor. SMN*,23.2
-98.96,18.85,CASMR,MOR,Casasano Mor.,23.8
-99.22,18.91,OBSMR,MOR,Observatorio de Cuernavaca Mor.,21.3
-99.07,18.97,TPZMR,MOR,Tepoztl·n Mor.,22.8
-99.24,19.05,TMAMR,MOR,Tres MarÌas Mor.,12.8
-98.83,18.64,TEBMR,MOR,Tepalcingo Bachillerato Mor.,24.8
-99.26,18.83,MMCB,MOR,Aeropuerto Internacional de Cuernavaca Mor.*,24.0
-99.08,18.95,TEPOZTLAN,MOR,Tepoztl·n Mor. SMN*,23.5
-99.4,18.7,MIAMR,MOR,Miacatl·n Mor.,25.3
-99.31,19.05,LZEMPOALA,MOR,Lagunas de Zempoala Mor. SMN*,11.5
-99.25,18.68,XXOMR,MOR,Xoxocotla Mor.,24.7
-98.91,18.68,LCUMR,MOR,La Cuera Mor.,25.0
-99.02,18.44,HUTMR,MOR,Huautla Mor.,24.3
-99.18,18.57,HIGMR,MOR,HiguerÛn Mor.,26.2
-98.84,18.6,TPLMR,MOR,Tepalcingo Mor.,24.6
-99.25,18.61,TQGMR,MOR,Tequesquitengo Mor.,26.6
-99.32,18.63,PIXMR,MOR,Puente de Ixtla Mor.,25.0
-99.38,18.7,CUTMR,MOR,Cuautlita Mor.,25.5
-99.1,18.69,TMPMR,MOR,Temilpa Mor.,24.8
